explanations,datasets,attributed_fns,methods,reversed,Value
occlusion,npi,logit,contrastive,reversed,[-3.5490952 -4.0068893]
occlusion,npi,logit,baseline,original,[ 2.5192337 24.80114  ]
occlusion,npi,logit,contrastive,original,[0.49044037 1.1457138 ]
occlusion,npi,logit,contrastive,reversed,[-0.49044037 -1.1457138 ]
occlusion,npi,logit,baseline,original,[ 7.181381 17.584312]
occlusion,npi,logit,contrastive,original,[0.3719864  0.22576904]
occlusion,npi,logit,contrastive,reversed,[-0.3719864  -0.22576904]
occlusion,npi,logit,baseline,original,[10.069996 20.62082  53.95394  24.070107]
occlusion,npi,logit,contrastive,original,[1.2592812  0.20445251 2.0437355  4.798935  ]
occlusion,npi,logit,contrastive,reversed,[-1.2592812  -0.20445251 -2.0437355  -4.798935  ]
occlusion,npi,logit,baseline,original,[ 0.56427  24.512085  6.120552]
occlusion,npi,logit,contrastive,original,[1.2382889  0.78469086 0.5203552 ]
occlusion,npi,logit,contrastive,reversed,[-1.2382889  -0.78469086 -0.5203552 ]
occlusion,npi,logit,baseline,original,[13.644318 50.19505   5.817459]
occlusion,npi,logit,contrastive,original,[0.6175766 0.4347763 0.5220413]
occlusion,npi,logit,contrastive,reversed,[-0.6175766 -0.4347763 -0.5220413]
occlusion,npi,logit,baseline,original,[ 0.13770294  0.24194336 22.99353   ]
occlusion,npi,logit,contrastive,original,[0.30539703 0.7531433  0.02803802]
occlusion,npi,logit,contrastive,reversed,[-0.30539703 -0.7531433  -0.02803802]
occlusion,npi,logit,baseline,original,[ 4.648308 26.851456 30.464302]
occlusion,npi,logit,contrastive,original,[2.1290207  0.90608215 2.2163162 ]
occlusion,npi,logit,contrastive,reversed,[-2.1290207  -0.90608215 -2.2163162 ]
occlusion,npi,logit,baseline,original,[ 4.7437286  9.91375   29.634094  28.81865   12.881615 ]
occlusion,npi,logit,contrastive,original,[0.5956726 2.5956955 2.216835  1.6712646 1.907547 ]
occlusion,npi,logit,contrastive,reversed,[-0.5956726 -2.5956955 -2.216835  -1.6712646 -1.907547 ]
occlusion,npi,logit,baseline,original,[ 5.3883667 15.896019  15.936783 ]
occlusion,npi,logit,contrastive,original,[1.0134201  0.84265137 1.016983  ]
occlusion,npi,logit,contrastive,reversed,[-1.0134201  -0.84265137 -1.016983  ]
occlusion,npi,logit,baseline,original,[ 1.2136078 35.660873 ]
occlusion,npi,logit,contrastive,original,[0.24301147 0.03940582]
occlusion,npi,logit,contrastive,reversed,[-0.24301147 -0.03940582]
occlusion,npi,logit,baseline,original,[ 1.6273422 24.95588  ]
occlusion,npi,logit,contrastive,original,[0.8002472  0.01917267]
occlusion,npi,logit,contrastive,reversed,[-0.8002472  -0.01917267]
occlusion,npi,logit,baseline,original,[ 8.859055 35.426407 34.42962 ]
occlusion,npi,logit,contrastive,original,[0.6673279 1.3449249 0.9593506]
occlusion,npi,logit,contrastive,reversed,[-0.6673279 -1.3449249 -0.9593506]
occlusion,npi,logit,baseline,original,"[ 2.885666   6.5545654 11.771805   1.4047699 21.838608  46.11508
 31.518394 ]"
occlusion,npi,logit,contrastive,original,"[0.04048157 0.17115021 0.37342072 0.9748001  0.7497177  1.6981659
 0.50514984]"
occlusion,npi,logit,contrastive,reversed,"[-0.04048157 -0.17115021 -0.37342072 -0.9748001  -0.7497177  -1.6981659
 -0.50514984]"
occlusion,npi,logit,baseline,original,[ 9.401535 38.438515 21.535614]
occlusion,npi,logit,contrastive,original,[1.4542694 2.3793488 1.9632721]
occlusion,npi,logit,contrastive,reversed,[-1.4542694 -2.3793488 -1.9632721]
occlusion,npi,logit,baseline,original,[ 5.5854797  3.7343597 41.02134   32.488907 ]
occlusion,npi,logit,contrastive,original,[0.9243622  0.06477356 1.6763229  1.4895248 ]
occlusion,npi,logit,contrastive,reversed,[-0.9243622  -0.06477356 -1.6763229  -1.4895248 ]
occlusion,npi,logit,baseline,original,[ 4.2645645 29.709671  12.099319 ]
occlusion,npi,logit,contrastive,original,[0.5159836  0.6532059  0.61777496]
occlusion,npi,logit,contrastive,reversed,[-0.5159836  -0.6532059  -0.61777496]
occlusion,npi,logit,baseline,original,[ 5.640396 34.94075 ]
occlusion,npi,logit,contrastive,original,[0.15575409 1.329483  ]
occlusion,npi,logit,contrastive,reversed,[-0.15575409 -1.329483  ]
occlusion,npi,logit,baseline,original,[12.397186 26.803043 45.40114   9.51516 ]
occlusion,npi,logit,contrastive,original,[0.21012115 0.60821915 0.4011612  2.4164047 ]
occlusion,npi,logit,contrastive,reversed,[-0.21012115 -0.60821915 -0.4011612  -2.4164047 ]
occlusion,npi,logit,baseline,original,[ 0.7418213 32.59787  ]
occlusion,npi,logit,contrastive,original,[0.13652802 1.1876068 ]
occlusion,npi,logit,contrastive,reversed,[-0.13652802 -1.1876068 ]
occlusion,npi,logit,baseline,original,[ 4.2004166 21.719261 ]
occlusion,npi,logit,contrastive,original,[0.16779327 1.2003555 ]
occlusion,npi,logit,contrastive,reversed,[-0.16779327 -1.2003555 ]
occlusion,npi,logit,baseline,original,[ 5.052307 37.696754]
occlusion,npi,logit,contrastive,original,[0.14683151 1.4237366 ]
occlusion,npi,logit,contrastive,reversed,[-0.14683151 -1.4237366 ]
occlusion,npi,logit,baseline,original,[ 4.412163  5.960449 23.327171]
occlusion,npi,logit,contrastive,original,[0.13933563 3.2215347  2.611908  ]
occlusion,npi,logit,contrastive,reversed,[-0.13933563 -3.2215347  -2.611908  ]
occlusion,npi,logit,baseline,original,[ 2.0179443  4.6180496 25.719833 ]
occlusion,npi,logit,contrastive,original,[0.2781372  0.51418304 0.95718384]
occlusion,npi,logit,contrastive,reversed,[-0.2781372  -0.51418304 -0.95718384]
occlusion,npi,logit,baseline,original,[ 6.5286026  5.610344  21.568367   5.4796906]
occlusion,npi,logit,contrastive,original,[0.2501831  0.09555817 1.2701797  0.01837158]
occlusion,npi,logit,contrastive,reversed,[-0.2501831  -0.09555817 -1.2701797  -0.01837158]
occlusion,npi,logit,baseline,original,[ 0.93240356 20.47422    30.740456   13.885788  ]
occlusion,npi,logit,contrastive,original,[1.9849243  0.23318481 1.4701309  0.5472107 ]
occlusion,npi,logit,contrastive,reversed,[-1.9849243  -0.23318481 -1.4701309  -0.5472107 ]
occlusion,npi,logit,baseline,original,[22.653206   1.2345276  9.929222 ]
occlusion,npi,logit,contrastive,original,[2.5304565 2.2532349 2.1203308]
occlusion,npi,logit,contrastive,reversed,[-2.5304565 -2.2532349 -2.1203308]
occlusion,npi,logit,baseline,original,[ 4.9101944 28.121109  12.790779 ]
occlusion,npi,logit,contrastive,original,[0.43299103 0.7691803  0.608284  ]
occlusion,npi,logit,contrastive,reversed,[-0.43299103 -0.7691803  -0.608284  ]
occlusion,npi,logit,baseline,original,[16.037094 36.99516   4.700081]
occlusion,npi,logit,contrastive,original,[0.46461487 2.204235   1.1615295 ]
occlusion,npi,logit,contrastive,reversed,[-0.46461487 -2.204235   -1.1615295 ]
occlusion,npi,logit,baseline,original,[22.696648 64.95526  15.299164]
occlusion,npi,logit,contrastive,original,[1.3470612 1.5782585 2.89785  ]
occlusion,npi,logit,contrastive,reversed,[-1.3470612 -1.5782585 -2.89785  ]
occlusion,npi,logit,baseline,original,[ 8.991859 10.683853 32.599754  4.64624 ]
occlusion,npi,logit,contrastive,original,[1.6301422  1.4727631  0.87861633 0.2601242 ]
occlusion,npi,logit,contrastive,reversed,[-1.6301422  -1.4727631  -0.87861633 -0.2601242 ]
occlusion,npi,logit,baseline,original,[ 7.0949097 36.15361  ]
occlusion,npi,logit,contrastive,original,[0.80410004 0.039711  ]
occlusion,npi,logit,contrastive,reversed,[-0.80410004 -0.039711  ]
occlusion,npi,logit,baseline,original,[ 0.8517151 25.838646   0.4489212]
occlusion,npi,logit,contrastive,original,[0.29224396 3.718895   1.1582947 ]
occlusion,npi,logit,contrastive,reversed,[-0.29224396 -3.718895   -1.1582947 ]
occlusion,npi,logit,baseline,original,[ 2.6474762 17.650368 ]
occlusion,npi,logit,contrastive,original,[0.65960693 1.9800262 ]
occlusion,npi,logit,contrastive,reversed,[-0.65960693 -1.9800262 ]
occlusion,npi,logit,baseline,original,[10.218163 10.921913 23.891464]
occlusion,npi,logit,contrastive,original,[0.46529388 1.0094986  0.42503357]
occlusion,npi,logit,contrastive,reversed,[-0.46529388 -1.0094986  -0.42503357]
occlusion,npi,logit,baseline,original,[ 8.401268 38.50248  22.788002]
occlusion,npi,logit,contrastive,original,[0.45400238 2.315384   0.7108841 ]
occlusion,npi,logit,contrastive,reversed,[-0.45400238 -2.315384   -0.7108841 ]
occlusion,npi,logit,baseline,original,[ 0.10752869 40.651245  ]
occlusion,npi,logit,contrastive,original,[0.12296295 1.35643   ]
occlusion,npi,logit,contrastive,reversed,[-0.12296295 -1.35643   ]
occlusion,npi,logit,baseline,original,"[ 2.1920776   0.24507904  2.9343796  11.025276    4.066925    1.2994385
  9.570541  ]"
occlusion,npi,logit,contrastive,original,"[0.05332184 0.5115738  2.0661392  0.541275   0.0378418  2.3989944
 0.00563049]"
occlusion,npi,logit,contrastive,reversed,"[-0.05332184 -0.5115738  -2.0661392  -0.541275   -0.0378418  -2.3989944
 -0.00563049]"
occlusion,npi,logit,baseline,original,[10.085175  17.954803  11.63443    0.7906189]
occlusion,npi,logit,contrastive,original,[0.40997314 1.0022125  0.29309082 0.4635315 ]
occlusion,npi,logit,contrastive,reversed,[-0.40997314 -1.0022125  -0.29309082 -0.4635315 ]
occlusion,npi,logit,baseline,original,[15.472023   7.5518494  4.9723434]
occlusion,npi,logit,contrastive,original,[1.8853683 1.350029  2.9590302]
occlusion,npi,logit,contrastive,reversed,[-1.8853683 -1.350029  -2.9590302]
occlusion,npi,logit,baseline,original,[ 5.946518   6.327919   2.6421661 16.153458 ]
occlusion,npi,logit,contrastive,original,[1.2495117  0.9573593  0.97119904 1.6276245 ]
occlusion,npi,logit,contrastive,reversed,[-1.2495117  -0.9573593  -0.97119904 -1.6276245 ]
occlusion,npi,logit,baseline,original,[14.298088  35.69238    6.3116226]
occlusion,npi,logit,contrastive,original,[0.45476532 2.1460838  1.0986938 ]
occlusion,npi,logit,contrastive,reversed,[-0.45476532 -2.1460838  -1.0986938 ]
occlusion,npi,logit,baseline,original,[ 1.0693665  7.987068   6.6211166  3.754692  11.196777 ]
occlusion,npi,logit,contrastive,original,[1.0928955  2.429062   2.7774658  0.16933441 0.288208  ]
occlusion,npi,logit,contrastive,reversed,[-1.0928955  -2.429062   -2.7774658  -0.16933441 -0.288208  ]
occlusion,npi,logit,baseline,original,[ 7.1567383 29.104485 ]
occlusion,npi,logit,contrastive,original,[1.3056335 2.3689804]
occlusion,npi,logit,contrastive,reversed,[-1.3056335 -2.3689804]
occlusion,npi,logit,baseline,original,[ 1.2542801 28.536102  25.838715 ]
occlusion,npi,logit,contrastive,original,[2.457138  1.0177155 1.1173782]
occlusion,npi,logit,contrastive,reversed,[-2.457138  -1.0177155 -1.1173782]
occlusion,npi,logit,baseline,original,[ 4.58712  34.368248 17.459023]
occlusion,npi,logit,contrastive,original,[2.1070786 0.4579773 1.96138  ]
occlusion,npi,logit,contrastive,reversed,[-2.1070786 -0.4579773 -1.96138  ]
occlusion,npi,logit,baseline,original,[ 1.5458221  4.547409  28.134483  12.514816  28.69423  ]
occlusion,npi,logit,contrastive,original,[0.29164886 0.28923035 2.393898   0.22905731 0.36831665]
occlusion,npi,logit,contrastive,reversed,[-0.29164886 -0.28923035 -2.393898   -0.22905731 -0.36831665]
occlusion,npi,logit,baseline,original,[11.137054 45.02954  24.66706 ]
occlusion,npi,logit,contrastive,original,[0.90058136 1.8270569  1.3578415 ]
occlusion,npi,logit,contrastive,reversed,[-0.90058136 -1.8270569  -1.3578415 ]
occlusion,npi,logit,baseline,original,[ 1.038269   31.346992    0.31894684]
occlusion,npi,logit,contrastive,original,[0.5608063 2.4929047 3.6914825]
occlusion,npi,logit,contrastive,reversed,[-0.5608063 -2.4929047 -3.6914825]
occlusion,npi,logit,baseline,original,[25.089516  7.270874]
occlusion,npi,logit,contrastive,original,[1.398819 1.288475]
occlusion,npi,logit,contrastive,reversed,[-1.398819 -1.288475]
occlusion,npi,logit,baseline,original,[15.180054 15.521446]
occlusion,npi,logit,contrastive,original,[1.2929611  0.07944489]
occlusion,npi,logit,contrastive,reversed,[-1.2929611  -0.07944489]
occlusion,npi,logit,baseline,original,[ 1.6287918 28.225174 ]
occlusion,npi,logit,contrastive,original,[0.18616486 1.0272446 ]
occlusion,npi,logit,contrastive,reversed,[-0.18616486 -1.0272446 ]
occlusion,npi,logit,baseline,original,[12.418533 33.076637 29.552269]
occlusion,npi,logit,contrastive,original,[0.64206696 2.4399643  1.1394272 ]
occlusion,npi,logit,contrastive,reversed,[-0.64206696 -2.4399643  -1.1394272 ]
occlusion,npi,logit,baseline,original,[14.953499 10.663948 15.756882]
occlusion,npi,logit,contrastive,original,[1.9351425 1.4850845 3.538536 ]
occlusion,npi,logit,contrastive,reversed,[-1.9351425 -1.4850845 -3.538536 ]
occlusion,npi,logit,baseline,original,[ 1.7117462 28.076279  10.9151   ]
occlusion,npi,logit,contrastive,original,[1.5587006 0.2230835 1.4898148]
occlusion,npi,logit,contrastive,reversed,[-1.5587006 -0.2230835 -1.4898148]
occlusion,npi,logit,baseline,original,[20.470459   43.759197    0.43997955]
occlusion,npi,logit,contrastive,original,[0.30044556 2.4091606  1.5155029 ]
occlusion,npi,logit,contrastive,reversed,[-0.30044556 -2.4091606  -1.5155029 ]
occlusion,npi,logit,baseline,original,[ 6.0344543 19.143402  18.470047   7.031349   4.3331757]
occlusion,npi,logit,contrastive,original,[1.6875229  0.15821838 0.64095306 0.40983582 0.0070343 ]
occlusion,npi,logit,contrastive,reversed,[-1.6875229  -0.15821838 -0.64095306 -0.40983582 -0.0070343 ]
occlusion,npi,logit,baseline,original,[ 4.357933 27.103584]
occlusion,npi,logit,contrastive,original,[0.48225403 1.9294586 ]
occlusion,npi,logit,contrastive,reversed,[-0.48225403 -1.9294586 ]
occlusion,npi,logit,baseline,original,[ 4.4752655 27.100891  29.935356 ]
occlusion,npi,logit,contrastive,original,[1.3778687 2.2187119 3.1561584]
occlusion,npi,logit,contrastive,reversed,[-1.3778687 -2.2187119 -3.1561584]
occlusion,npi,logit,baseline,original,[ 8.194511  20.994934   1.0523834]
occlusion,npi,logit,contrastive,original,[0.24982452 0.6052246  2.7610626 ]
occlusion,npi,logit,contrastive,reversed,[-0.24982452 -0.6052246  -2.7610626 ]
occlusion,npi,logit,baseline,original,[12.493294 18.285797 14.705917]
occlusion,npi,logit,contrastive,original,[0.27065277 1.3715515  0.3170166 ]
occlusion,npi,logit,contrastive,reversed,[-0.27065277 -1.3715515  -0.3170166 ]
occlusion,npi,logit,baseline,original,[ 7.516922 36.938705]
occlusion,npi,logit,contrastive,original,[0.30775452 0.64655304]
occlusion,npi,logit,contrastive,reversed,[-0.30775452 -0.64655304]
occlusion,npi,logit,baseline,original,[16.124374 23.703232 35.389885]
occlusion,npi,logit,contrastive,original,[3.3311539 2.064476  1.827446 ]
occlusion,npi,logit,contrastive,reversed,[-3.3311539 -2.064476  -1.827446 ]
occlusion,npi,logit,baseline,original,[22.99762    2.4919662]
occlusion,npi,logit,contrastive,original,[0.28087616 0.04518127]
occlusion,npi,logit,contrastive,reversed,[-0.28087616 -0.04518127]
occlusion,npi,logit,baseline,original,[11.670921 33.547363  9.91423 ]
occlusion,npi,logit,contrastive,original,[0.70137787 1.9039688  0.9906235 ]
occlusion,npi,logit,contrastive,reversed,[-0.70137787 -1.9039688  -0.9906235 ]
occlusion,npi,logit,baseline,original,[ 7.9395905 30.193184  14.320282 ]
occlusion,npi,logit,contrastive,original,[0.48049927 1.7792816  0.5341644 ]
occlusion,npi,logit,contrastive,reversed,[-0.48049927 -1.7792816  -0.5341644 ]
occlusion,npi,logit,baseline,original,[ 2.5149155 15.49044    3.6774445  1.910965 ]
occlusion,npi,logit,contrastive,original,[0.75294495 1.1260681  0.02925873 2.3347778 ]
occlusion,npi,logit,contrastive,reversed,[-0.75294495 -1.1260681  -0.02925873 -2.3347778 ]
occlusion,npi,logit,baseline,original,[11.811615   3.6163101  6.225403 ]
occlusion,npi,logit,contrastive,original,[2.004715  1.9328537 3.0717087]
occlusion,npi,logit,contrastive,reversed,[-2.004715  -1.9328537 -3.0717087]
occlusion,npi,logit,baseline,original,[ 9.561745  26.937431   5.8512344]
occlusion,npi,logit,contrastive,original,[1.2005844  2.8293152  0.65166473]
occlusion,npi,logit,contrastive,reversed,[-1.2005844  -2.8293152  -0.65166473]
occlusion,npi,logit,baseline,original,[ 3.3481293 18.45317   22.096458   5.8613358]
occlusion,npi,logit,contrastive,original,[1.7569199 2.445732  0.7726364 1.6232452]
occlusion,npi,logit,contrastive,reversed,[-1.7569199 -2.445732  -0.7726364 -1.6232452]
occlusion,npi,logit,baseline,original,[ 7.3939133  2.710907  26.638893  15.306374 ]
occlusion,npi,logit,contrastive,original,[0.8951187  0.49201202 1.5121689  0.7716217 ]
occlusion,npi,logit,contrastive,reversed,[-0.8951187  -0.49201202 -1.5121689  -0.7716217 ]
occlusion,npi,logit,baseline,original,[11.988945 41.26342  23.805374]
occlusion,npi,logit,contrastive,original,[2.3221664 1.2746735 1.005661 ]
occlusion,npi,logit,contrastive,reversed,[-2.3221664 -1.2746735 -1.005661 ]
occlusion,npi,logit,baseline,original,[17.536873   6.8213654]
occlusion,npi,logit,contrastive,original,[1.519104   0.69773865]
occlusion,npi,logit,contrastive,reversed,[-1.519104   -0.69773865]
occlusion,npi,logit,baseline,original,[ 2.8037796  6.556984  31.917107  19.513275  25.704605 ]
occlusion,npi,logit,contrastive,original,[0.6850128  0.7107773  3.027092   0.24520874 2.5623093 ]
occlusion,npi,logit,contrastive,reversed,[-0.6850128  -0.7107773  -3.027092   -0.24520874 -2.5623093 ]
occlusion,npi,logit,baseline,original,[ 5.421959 26.51487   9.101746]
occlusion,npi,logit,contrastive,original,[1.0663757  1.7269211  0.79546356]
occlusion,npi,logit,contrastive,reversed,[-1.0663757  -1.7269211  -0.79546356]
occlusion,npi,logit,baseline,original,[ 1.2508469  5.2666245 19.804665 ]
occlusion,npi,logit,contrastive,original,[0.28520966 0.41939545 1.682045  ]
occlusion,npi,logit,contrastive,reversed,[-0.28520966 -0.41939545 -1.682045  ]
occlusion,npi,logit,baseline,original,[ 2.1457062 14.704254  18.715813 ]
occlusion,npi,logit,contrastive,original,[0.3266983  0.03440857 0.55420685]
occlusion,npi,logit,contrastive,reversed,[-0.3266983  -0.03440857 -0.55420685]
occlusion,npi,logit,baseline,original,[ 4.880951   2.4934692  1.657608  14.687149 ]
occlusion,npi,logit,contrastive,original,[0.5242996 3.3880997 1.4987564 3.0261765]
occlusion,npi,logit,contrastive,reversed,[-0.5242996 -3.3880997 -1.4987564 -3.0261765]
occlusion,npi,logit,baseline,original,[ 3.562828   7.691559  16.93534    0.6832504 35.386513  18.071754 ]
occlusion,npi,logit,contrastive,original,[0.46107483 0.62566376 1.004219   1.8449097  0.45550537 1.6063156 ]
occlusion,npi,logit,contrastive,reversed,[-0.46107483 -0.62566376 -1.004219   -1.8449097  -0.45550537 -1.6063156 ]
occlusion,npi,logit,baseline,original,[12.827751 32.844925 35.657234 19.573395]
occlusion,npi,logit,contrastive,original,[1.016365  2.2840729 1.6135712 1.9354782]
occlusion,npi,logit,contrastive,reversed,[-1.016365  -2.2840729 -1.6135712 -1.9354782]
occlusion,npi,logit,baseline,original,[11.809822 26.901512 39.397194 16.248032]
occlusion,npi,logit,contrastive,original,[0.17030334 0.1591034  0.4043579  1.6246185 ]
occlusion,npi,logit,contrastive,reversed,[-0.17030334 -0.1591034  -0.4043579  -1.6246185 ]
occlusion,npi,logit,baseline,original,[ 2.3310013 14.331062   5.392662  16.428818  15.815987 ]
occlusion,npi,logit,contrastive,original,[0.04055786 0.9181137  1.1159515  0.4343567  0.9363785 ]
occlusion,npi,logit,contrastive,reversed,[-0.04055786 -0.9181137  -1.1159515  -0.4343567  -0.9363785 ]
occlusion,npi,logit,baseline,original,[ 5.563301 32.094604]
occlusion,npi,logit,contrastive,original,[1.6799164  0.65864563]
occlusion,npi,logit,contrastive,reversed,[-1.6799164  -0.65864563]
occlusion,npi,logit,baseline,original,[ 9.876259 10.66758  28.89592 ]
occlusion,npi,logit,contrastive,original,[0.37784576 0.26652527 0.8182907 ]
occlusion,npi,logit,contrastive,reversed,[-0.37784576 -0.26652527 -0.8182907 ]
occlusion,npi,logit,baseline,original,[32.058556 55.717644 84.68408  10.661644]
occlusion,npi,logit,contrastive,original,[0.3444748 0.8621254 1.5715504 2.5381851]
occlusion,npi,logit,contrastive,reversed,[-0.3444748 -0.8621254 -1.5715504 -2.5381851]
occlusion,npi,logit,baseline,original,[ 9.786705 21.080193 19.177834]
occlusion,npi,logit,contrastive,original,[1.7176132 2.3848267 2.684578 ]
occlusion,npi,logit,contrastive,reversed,[-1.7176132 -2.3848267 -2.684578 ]
occlusion,npi,logit,baseline,original,[ 1.8652039 18.456917  82.90672   23.695114 ]
occlusion,npi,logit,contrastive,original,[0.31056976 1.2502975  0.37259674 0.18267822]
occlusion,npi,logit,contrastive,reversed,[-0.31056976 -1.2502975  -0.37259674 -0.18267822]
occlusion,npi,logit,baseline,original,[ 3.3227386 33.457565 ]
occlusion,npi,logit,contrastive,original,[1.0262222 1.0760651]
occlusion,npi,logit,contrastive,reversed,[-1.0262222 -1.0760651]
occlusion,npi,logit,baseline,original,[ 5.6829147 14.918976   3.443901 ]
occlusion,npi,logit,contrastive,original,[1.5074768 0.7527466 1.6253815]
occlusion,npi,logit,contrastive,reversed,[-1.5074768 -0.7527466 -1.6253815]
occlusion,npi,logit,baseline,original,[17.18647    2.1730576 16.171982 ]
occlusion,npi,logit,contrastive,original,[1.4607086  0.81990814 3.5387802 ]
occlusion,npi,logit,contrastive,reversed,[-1.4607086  -0.81990814 -3.5387802 ]
occlusion,npi,logit,baseline,original,[13.912125 34.982063 26.91684  16.97985 ]
occlusion,npi,logit,contrastive,original,[0.71746063 1.2648087  0.25079346 1.4588089 ]
occlusion,npi,logit,contrastive,reversed,[-0.71746063 -1.2648087  -0.25079346 -1.4588089 ]
occlusion,npi,logit,baseline,original,[23.858276  4.60112   7.97287 ]
occlusion,npi,logit,contrastive,original,[1.325386  1.1133575 4.076683 ]
occlusion,npi,logit,contrastive,reversed,[-1.325386  -1.1133575 -4.076683 ]
occlusion,npi,logit,baseline,original,[ 1.2518997 27.685692 ]
occlusion,npi,logit,contrastive,original,[0.33563232 0.9427719 ]
occlusion,npi,logit,contrastive,reversed,[-0.33563232 -0.9427719 ]
occlusion,npi,logit,baseline,original,[11.338455 18.065094  5.326149]
occlusion,npi,logit,contrastive,original,[0.4954834 0.7850647 0.5730133]
occlusion,npi,logit,contrastive,reversed,[-0.4954834 -0.7850647 -0.5730133]
occlusion,npi,logit,baseline,original,[ 3.1189651 19.272835 ]
occlusion,npi,logit,contrastive,original,[1.2808456 0.6687851]
occlusion,npi,logit,contrastive,reversed,[-1.2808456 -0.6687851]
occlusion,npi,logit,baseline,original,[ 5.888958 35.296967]
occlusion,npi,logit,contrastive,original,[1.1528282 2.2434921]
occlusion,npi,logit,contrastive,reversed,[-1.1528282 -2.2434921]
occlusion,npi,logit,baseline,original,[16.970688  31.956482   7.5394135]
occlusion,npi,logit,contrastive,original,[2.1217499 3.0479813 0.6507721]
occlusion,npi,logit,contrastive,reversed,[-2.1217499 -3.0479813 -0.6507721]
occlusion,npi,logit,baseline,original,[ 5.8072357 30.508713  15.669395 ]
occlusion,npi,logit,contrastive,original,[0.9245224 2.0537033 1.2433853]
occlusion,npi,logit,contrastive,reversed,[-0.9245224 -2.0537033 -1.2433853]
occlusion,npi,logit,baseline,original,[ 2.34301    3.7892685  4.2458496  2.336296  18.259361 ]
occlusion,npi,logit,contrastive,original,[1.7034378  0.71656036 0.01308441 1.2451324  1.6840897 ]
occlusion,npi,logit,contrastive,reversed,[-1.7034378  -0.71656036 -0.01308441 -1.2451324  -1.6840897 ]
occlusion,npi,logit,baseline,original,[ 2.0179443  4.6180496 25.719833 ]
occlusion,npi,logit,contrastive,original,[0.2781372  0.51418304 0.95718384]
occlusion,npi,logit,contrastive,reversed,[-0.2781372  -0.51418304 -0.95718384]
occlusion,npi,logit,baseline,original,[ 7.7718887 30.914513  12.164024 ]
occlusion,npi,logit,contrastive,original,[0.38041687 1.7228851  1.512825  ]
occlusion,npi,logit,contrastive,reversed,[-0.38041687 -1.7228851  -1.512825  ]
occlusion,npi,logit,baseline,original,[ 4.2385254 32.11258  ]
occlusion,npi,logit,contrastive,original,[1.406929  0.4858017]
occlusion,npi,logit,contrastive,reversed,[-1.406929  -0.4858017]
occlusion,npi,logit,baseline,original,[ 0.3872528 21.698906  11.533569   2.2541656]
occlusion,npi,logit,contrastive,original,[1.1194305  0.11837769 0.59039307 0.9700775 ]
occlusion,npi,logit,contrastive,reversed,[-1.1194305  -0.11837769 -0.59039307 -0.9700775 ]
occlusion,npi,logit,baseline,original,[ 5.9451523 30.19645   15.163803 ]
occlusion,npi,logit,contrastive,original,[0.26402283 1.5623856  1.0557709 ]
occlusion,npi,logit,contrastive,reversed,[-0.26402283 -1.5623856  -1.0557709 ]
occlusion,npi,logit,baseline,original,[ 2.887558 17.865082 27.4058    8.164848]
occlusion,npi,logit,contrastive,original,[2.657524   1.3483734  1.3093185  0.33777618]
occlusion,npi,logit,contrastive,reversed,[-2.657524   -1.3483734  -1.3093185  -0.33777618]
occlusion,npi,logit,baseline,original,[ 6.0370407  1.563385  25.252533  29.524406  47.260155  33.28856  ]
occlusion,npi,logit,contrastive,original,[1.2076111  1.3596115  2.6775818  0.08413696 1.5673294  0.16007996]
occlusion,npi,logit,contrastive,reversed,[-1.2076111  -1.3596115  -2.6775818  -0.08413696 -1.5673294  -0.16007996]
occlusion,npi,logit,baseline,original,[ 4.7593536 35.938446  42.503593  31.748657 ]
occlusion,npi,logit,contrastive,original,[1.1499634 2.0333252 3.018196  3.2279816]
occlusion,npi,logit,contrastive,reversed,[-1.1499634 -2.0333252 -3.018196  -3.2279816]
occlusion,npi,logit,baseline,original,[15.797836 20.165512  5.41613 ]
occlusion,npi,logit,contrastive,original,[0.78474426 0.32204437 0.79953   ]
occlusion,npi,logit,contrastive,reversed,[-0.78474426 -0.32204437 -0.79953   ]
occlusion,npi,logit,baseline,original,[45.257713 20.942703]
occlusion,npi,logit,contrastive,original,[0.45854187 1.5207672 ]
occlusion,npi,logit,contrastive,reversed,[-0.45854187 -1.5207672 ]
occlusion,npi,logit,baseline,original,[ 0.19771576 17.452293    0.97673035]
occlusion,npi,logit,contrastive,original,[1.5855331 1.1810989 1.8979721]
occlusion,npi,logit,contrastive,reversed,[-1.5855331 -1.1810989 -1.8979721]
occlusion,npi,logit,baseline,original,[ 9.668312 19.503967]
occlusion,npi,logit,contrastive,original,[0.34994507 0.4739914 ]
occlusion,npi,logit,contrastive,reversed,[-0.34994507 -0.4739914 ]
occlusion,npi,logit,baseline,original,[ 1.1955566 33.668484   1.5252228 12.788757 ]
occlusion,npi,logit,contrastive,original,[1.1935501 2.133644  1.658844  1.5440521]
occlusion,npi,logit,contrastive,reversed,[-1.1935501 -2.133644  -1.658844  -1.5440521]
occlusion,npi,logit,baseline,original,[ 1.2363892 24.305428  13.829224 ]
occlusion,npi,logit,contrastive,original,[0.12522125 2.5118103  0.8582001 ]
occlusion,npi,logit,contrastive,reversed,[-0.12522125 -2.5118103  -0.8582001 ]
occlusion,npi,logit,baseline,original,[ 6.3935394   8.778603   20.684586    0.94757843]
occlusion,npi,logit,contrastive,original,[1.9264603  2.0903625  1.6854858  0.05538177]
